"reviewerId","stars","artistId","artistName","albumId","albumName"
"11","4","4369","ARCHIMEDES BADKAR","22139","Badrock F&#xFFFD;r Barn I Alla &#xFFFD;ldrar"
"11","5","730","JUMBO","3859","Vietato Ai Minori Di 18 Anni ?"
"11","3","83","DJAM KARET","1057","Suspension &amp; Displacement"
"11","5","2643","SPIRIT","13051","Clear"
"11","4","1751","ADRIAN BELEW","11585","Side Three"
"11","4","1023","FRANK ZAPPA","5408","Ship Arriving Too Late To Save A Drowning Witch"
"5","3","8471","THE GABRIEL CONSTRUCT","43003","Interior City"
"6","4","105","YES","1831","Going For The One"
"11","2","2380","MAN","27911","Kingdom Of Noise"
"11","4","832","CHRIS SQUIRE","4442","Fish Out Of Water"
"11","5","1103","PAVLOV&apos;S DOG","5717","Pampered Menial"
"11","3","1696","WEATHER REPORT","8015","Weather Report (1982)"
"17","5","785","COLOSSEUM II","4196","War Dance"
"11","4","782","STEVE HACKETT","4160","Voyage of the Acolyte"
"11","5","639","TRETTIO&#xFFFD;RIGA KRIGET","3289","Om Kriget Kommer 1974-1981"
"11","5","7829","MADE IN SWEDEN","40348","Made In England"
"11","4","5316","SPOOKY TOOTH","27645","The Mirror"
"11","3","782","STEVE HACKETT","4175","Genesis Revisited"
"6","5","90","ECHOLYN","1451","Mei"
"11","3","4022","METALLICA","35265","Metallica &amp; Lou Reed: Lulu"
"11","4","2938","JEFF BECK","15042","Jeff Beck Group [Aka: Orange Album]"
"11","4","1969","DEEP PURPLE","9119","Concerto for Group and Orchestra"
"11","4","89","EAST","279","J&#xFFFD;t&#xFFFD;kok"
"11","4","665","EGG","3501","Egg"
"11","5","1023","FRANK ZAPPA","5331","The Mothers of Invention: One Size Fits All"
"11","3","443","PETER HAMMILL","2377","And Close As This"
"11","5","1023","FRANK ZAPPA","5328","The Mothers Of Invention: We&apos;re Only In It For The Money"
"11","5","3790","DAVID BOWIE","18762","The Man Who Sold the World"
"11","5","1139","LOTUS","5871","Vera O&apos;Flera"
"64080","5","191","KING CRIMSON","1903","In the Court of the Crimson King"
"11","4","963","LUCIFER&apos;S FRIEND","5106","Banquet"
"11","4","1035","ROBERT WYATT","5371","Ruth Is Stranger Than Richard"
"11","4","128","GILGAMESH","447","Arriving Twice"
"64080","5","364","PINK FLOYD","1442","Animals"
"5","3","378","DREAM THEATER","1663","When Dream and Day Unite"
"6","4","1639","BRIAN ENO","7700","Here Come the Warm Jets"
"11","3","5997","ROBERT PLANT","31166","Band Of Joy"
"11","4","1253","BULLFROG","6204","High in Spirit "
"11","3","26","AREA","110","Tic &amp; Tac"
"11","3","1483","PHISH","6981","The Siket Disc"
"11","2","2259","ELECTRIC LIGHT ORCHESTRA","10570","Secret Messages"
"11","3","1751","ADRIAN BELEW","8196","Young Lions"
"11","4","2629","IRON MAIDEN","12926","Killers"
"12","4","677","ASH RA TEMPEL","3581","Ash Ra Tempel"
"11","2","224","THE MOODY BLUES","1955","Strange Times "
"11","4","192","KLAATU","748","Hope"
"12","4","549","NEKTAR","2736","Recycled"
"11","2","2380","MAN","10914","The Welsh Connection"
"11","5","742","VITAL DUO","3874","Ex Tempore "
"11","4","660","BRAND X","3474","Moroccan Roll"
"5","3","191","KING CRIMSON","1931","The ConstruKction of Light"
"11","4","5116","PATTO","26760","Patto"
"11","5","2380","MAN","10908","Rhinos, Winos And Lunatics"
"11","3","105","YES","1833","Drama"
"11","3","224","THE MOODY BLUES","5504","The Magnificent Moodies [Aka: The Beginning]"
"5","2","3395","GRAILS","19647","Doomsdayer&apos;s Holiday"
"11","4","2109","JOHN WETTON","9837","King&apos;s Road 1972-1980"
"11","4","529","L&apos; UOVO DI COLOMBO","2650","L&apos;Uovo Di Colombo"
"11","4","961","BIRTH CONTROL","5096","Birth Control Definitive Collection "
"11","4","1097","MANEIGE","5694","Maneige"
"11","5","1589","KRAFTWERK","7417","The Man-Machine [Aka: Die Mensch-Maschine]"
"11","3","589","STRAWBS","2908","Strawbs"
"11","4","961","BIRTH CONTROL","5081","Birth Control Live "
"7","5","27","ARENA","117","The Visitor"
"11","5","516","PICCHIO DAL POZZO","2567","Camere Zimmer Rooms"
"11","5","2938","JEFF BECK","15045","Blow By Blow"
"11","3","633","THE SOFT MACHINE","3240","Six"
"11","4","1039","THIRSTY MOON","5452","A Real Good Time"
"11","4","1061","ICONOCLASTA","5550","Reminiscencias "
"11","3","1755","QUEEN","8224","A Kind Of Magic"
"11","3","975","ALTAIR","5138","Fantas&#xFFFD;as Y Danzas "
"11","5","333","THRESHOLD","1328","Hypothetical"
"11","3","236","MATCHING MOLE","4806","BBC Radio 1 Live in Concert"
"11","4","165","IQ","621","The Seventh House"
"11","4","337","TRANSATLANTIC","1342","Bridge Across Forever"
"5","4","289","PREMIATA FORNERIA MARCONI (PFM)","1985","Per Un Amico"
"11","3","165","IQ","612","Nomzamo"
"11","4","847","SAVATAGE","4515","Streets - A Rock Opera"
"11","4","138","GNIDROLOG","12054","In Spite Of Harry&apos;s Toe-Nail / Lady Lake"
"11","5","135","GRYPHON","479","Red Queen To Gryphon Three"
"11","5","2643","SPIRIT","13050","The Family That Plays Together"
"11","5","613","CARAVAN","3106","Caravan"
"11","3","1122","OPETH","22745","Watershed - Radio Sampler "
"11","3","2940","BLUE &#xFFFD;YSTER CULT","15096","The Rev&#xFFFD;lution By Night"
"6","4","1833","UMPHREY&apos;S MCGEE","8571","Anchor Drops"
"11","5","3253","BLACK SABBATH","16775","Sabbath Bloody Sabbath"
"6","4","1498","ROXY MUSIC","7103","Country Life"
"11","4","1021","DAVE GREENSLADE","5277","Cactus Choir"
"11","3","4149","BUDGIE","20678","Power Supply"
"11","4","917","KASEKE","4944","P&#xFFFD;letus / S&#xFFFD;num"
"6","5","191","KING CRIMSON","1914","Discipline"
"11","4","471","SYMPHONIC SLAM","2472","Symphonic Slam  "
"11","4","288","PENDRAGON","32229","Passion"
"11","4","585","GROBSCHNITT","2864","Grobschnitt"
"11","5","1122","OPETH","22738","Apostle in Triumph"
"64080","4","289","PREMIATA FORNERIA MARCONI (PFM)","1985","Per Un Amico"
"11","3","306","SAGA","2231","Silent Knight"
"11","4","1256","BUON VECCHIO CHARLIE","6217","Buon Vecchio Charlie"
"6","5","94","EMERSON LAKE &amp; PALMER","1872","Brain Salad Surgery"
"11","3","855","AMON D&#xFFFD;&#xFFFD;L II","4813","Live in Tokyo"
"11","5","348","VOLAP&#xFFFD;K","1387","Polygl&#xFFFD;t"
"6","5","549","NEKTAR","2733","Remember The Future"
"11","4","609","RUSH","15062","Snakes &amp; Arrows"
"11","4","1588","KALEVALA","9953","Abraham&apos;s Blue Refrain"
"11","4","583","NEW TROLLS","2843","UT"
"5","5","549","NEKTAR","2733","Remember The Future"
"11","4","4147","BABY GRANDMOTHERS","20637","Baby Grandmothers"
"11","4","1064","THE PUDDLE JUMPERS","5572","Out Of the Shadows"
"11","4","609","RUSH","3068","Fly By Night"
"11","4","533","OPUS AVANTRA","2691","Introspezione - Donella Del Monaco"
"11","5","233","MARILLION","1754","Script for a Jester&apos;s Tear"
"11","4","5755","TORI AMOS","30034","Strange Little Girls"
"11","5","100","EZRA","310","Big Smiley Sun"
"11","4","1023","FRANK ZAPPA","5447","200 Motels"
"6","4","105","YES","1829","Relayer"
"11","3","630","KANSAS","3210","Drastic Measures"
"11","4","449","SPACED OUT","2380","Eponymus II"
"11","5","1","GENESIS","5","A Trick of the Tail"
"17","5","95","ELOY","514","Colours"
"11","5","801","DIXIE DREGS","4286","Night Of The Living Dregs"
"11","4","973","ROINE STOLT","9318","Wall Street Voodoo"
"11","4","702","MAJESTIC","3710","Abstract Symphony "
"11","3","961","BIRTH CONTROL","5093","Birth Control - The Very Best of"
"11","5","2106","EDEN","9788","Erwartung"
"5","5","811","THE CHURCH","4406","Seance"
"11","3","1483","PHISH","6980","Farmhouse"
"11","3","324","SUPERTRAMP","1250","Indelibly Stamped"
"11","4","2530","BE BOP DELUXE","12484","Axe Victim"
"11","3","1803","KEVIN AYERS","10155","Yes We Have No Ma&#xFFFD;anas - So Get Your Ma&#xFFFD;anas Today"
"7","4","1630","ABARAX","7650","Crying of the Whales"
"5","2","549","NEKTAR","2730","Journey To The Centre Of The Eye"
"11","2","1969","DEEP PURPLE","16555","Last Concert In Japan"
"11","3","660","BRAND X","3475","Livestock"
"11","4","646","MAGMA","3310","Attahk"
"11","5","4022","METALLICA","19918","Ride The Lightning"
"11","5","755","DIGITAL RUIN","3921","Listen"
"11","4","392","TRIUMVIRAT","1683","Mediterranean Tales (Across The Waters)"
"11","5","2211","PROCESSION","10208","Fiaba"
"11","4","1161","ARDO DOMBEC","5933","Ardo Dombec"
"11","4","1157","URIAH HEEP","5901","Return To Fantasy"
"11","4","378","DREAM THEATER","22165","Black Clouds &amp; Silver Linings"
"6","5","2094","JEAN-LUC PONTY","9681","Enigmatic Ocean"
"11","4","28","ARS NOVA (JAP)","125","Android Domina"
"6","4","667","CAN","3510","Future Days"
"11","3","51","CAST","313","Landing In A Serious Mind"
"11","4","3317","ASSOCIATION P.C.","17125","Erna Morena "
"11","4","1","GENESIS","1515","...And Then There Were Three..."
"11","4","288","PENDRAGON","8451","Believe"
"11","4","8200","BEN","41935","Ben"
"11","3","497","CITT&#xFFFD; FRONTALE","2515","El Tor "
"12","4","105","YES","1836","90125"
"12","3","585","GROBSCHNITT","2868","Solar Music - Live"
"11","5","378","DREAM THEATER","6479","Live At Budokan"
"64080","5","364","PINK FLOYD","1440","The Dark Side of the Moon"
"11","5","1756","MAY BLITZ","8183","The 2nd of May"
"11","5","589","STRAWBS","2897","Grave New World"
"11","3","3253","BLACK SABBATH","16791","Dehumanizer"
"6","3","385","THE PINEAPPLE THIEF","2282","Variations On A Dream"
"64080","4","50","CAMEL","330","Moonmadness"
"11","4","1969","DEEP PURPLE","9650","Live in London"
"11","5","5755","TORI AMOS","30029","Little Earthquakes"
"6","4","165","IQ","615","Ever"
"11","4","27","ARENA","114","Pride"
"11","3","443","PETER HAMMILL","2580","The Noise"
"11","5","1969","DEEP PURPLE","21843","Live In Japan"
"11","4","655","BARCLAY JAMES  HARVEST","3388","Octoberon"
"11","5","1023","FRANK ZAPPA","5353","Make A Jazz Noise Here"
"11","4","1219","KRAAN","6098","Andy Nogger "
"11","3","2207","FAMILY","10188","A Song For Me"
"11","5","1498","ROXY MUSIC","7101","Avalon"
"11","4","1065","ALAN CASE","5574","Wide Awake"
"11","4","1613","KLAUS SCHULZE","7541","Cyborg"
"11","5","332","TEN JINN","1321","As On A Darkling Plain"
"11","4","27","ARENA","2002","Contagion"
"11","5","855","AMON D&#xFFFD;&#xFFFD;L II","4691","Yeti"
"11","5","7749","MOOSE LOOSE","40087","Elgen Er L&#xFFFD;s"
"11","4","4629","STANLEY CLARKE","24039","I Wanna Play For You"
"11","2","1036","SAVIOUR MACHINE","5388","Saviour Machine II"
"11","3","431","STYX","2200","Man Of Miracles"
"11","4","190","KHALI","746","Khali"
"5","4","1","GENESIS","3","Nursery Cryme"
"11","5","302","ROCKET SCIENTISTS","1177","Earth Below and Sky Above"
"11","4","1613","KLAUS SCHULZE","7533","Irrlicht"
"11","5","418","JETHRO TULL","2018","Aqualung"
"11","4","621","SAMLA MAMMAS MANNA","3173","Dear Mamma"
"6","2","1295","TANGERINE DREAM","10494","Wavelength (OST)"
"11","4","138","GNIDROLOG","488","Lady Lake"
"12","4","105","YES","1833","Drama"
"11","2","105","YES","1838","Big Generator"
"11","4","1495","VOIVOD","25642","D-V-O-D-1"
"11","4","375","EXPLORERS CLUB","1616","Age Of Impact"
"6","4","191","KING CRIMSON","1910","Starless and Bible Black"
"11","3","1483","PHISH","7009","Undermind"
"11","4","1061","ICONOCLASTA","5547","Suite Mexicana"
"11","2","224","THE MOODY BLUES","1952","Sur La Mer"
"5","4","811","THE CHURCH","4416","After Everything Now This"
"11","3","105","YES","1832","Tormato"
"11","5","191","KING CRIMSON","1910","Starless and Bible Black"
"11","5","144","HAMADRYAD","547","Conservation of Mass"
"11","4","595","ANGE","2939","Emile Jacotey"
"6","5","686","PETER GABRIEL","6933","Secret World Live"
"6","4","1639","BRIAN ENO","7784","Another Day On Earth"
"11","4","1381","SECRET OYSTER","7454","Vidunderlige K&#xFFFD;lling [Aka: Astarte]"
"11","3","5755","TORI AMOS","30183","Fade To Red"
"11","4","4139","IAN GILLAN BAND","20572","Live At Budokan"
"11","4","855","AMON D&#xFFFD;&#xFFFD;L II","4721","Wolf City"
"5","3","296","QUELLA VECCHIA LOCANDA","1138","Il Tempo della Gioia"
"11","4","169","ISILDURS BANE","7349","Sagan Om Ringen"
"11","3","1295","TANGERINE DREAM","6341","Electronic Meditation"
"11","2","961","BIRTH CONTROL","5086","Titanic"
"11","4","1122","OPETH","7472","Lamentations: Live at Shepherd&apos;s Bush"
"11","5","2380","MAN","10902","Revelation"
"11","4","165","IQ","608","Tales From The Lush Attic"
"11","3","1023","FRANK ZAPPA","5345","Francesco Zappa"
"11","5","4332","CHARLIE &amp; ESDOR","21922","Charlie &amp; Esdor"
"11","4","655","BARCLAY JAMES  HARVEST","3386","Barclay James Harvest Live"
"5","5","254","MUSEO ROSENBACH","967","Zarathustra"
"12","4","667","CAN","3513","Landed"
"11","4","110","THE FLOWER KINGS","7028","Meet The Flower Kings @ Live Recording 2003"
"6","4","289","PREMIATA FORNERIA MARCONI (PFM)","2061","The World Became the World"
"11","5","753","ARK","3915","Burn The Sun"
"11","4","619","HARMONIUM","3159","Harmonium"
"11","4","887","T","4855","Naive"
"11","5","884","TAKO","4851","Tako"
"11","4","1751","ADRIAN BELEW","8201","Side One"
"11","4","418","JETHRO TULL","2016","Stand Up"
"5","4","192","KLAATU","748","Hope"
"11","4","370","SAHARA","1507","For All The Clowns"
"11","2","633","THE SOFT MACHINE","3249","Land of Cockayne"
"11","5","2789","FL&#xFFFD;SKET BRINNER","14006","Fl&#xFFFD;sket Brinner"
"5","4","36","BANCO DEL MUTUO SOCCORSO","170","Io Sono Nato Libero"
"11","4","1189","STRAMONIO","6027","Seasons of Imagination"
"11","4","2380","MAN","10929","Maximum Darkness"
"11","3","333","THRESHOLD","1323","Psychedelicatessen"
"11","4","191","KING CRIMSON","2177","The Power To Believe"
"11","4","2437","WISHBONE ASH","11444","Wishbone Ash"
"11","4","51","CAST","316","Endless Signs"
"11","4","1157","URIAH HEEP","5903","Firefly"
"11","5","196","LANDBERK","763","Lonely Land"
"11","5","589","STRAWBS","2895","Bursting At The Seams"
"11","4","818","JON ANDERSON","4370","Olias Of Sunhillow"
"11","4","4149","BUDGIE","20662","If I Were Brittania I&apos;d Waive The Rules"
"11","4","429","LARS ERIC MATTSSON","2253","Electric Voodoo"
"6","4","1026","801","6289","Listen Now"
"11","4","9090","RIGONI &amp; SCHOENHERZ","47251","Victor"
"11","4","766","RICK WAKEMAN","4509","No Earthly Connection"
"11","4","2259","ELECTRIC LIGHT ORCHESTRA","10510","On The Third Day"
"11","4","295","QUIDAM","1143","Pod Niebem Czas / The Time Beneath The Sky"
"11","3","288","PENDRAGON","1118","Once Upon A Time In England Volume 1"
"11","2","1830","STEVE VAI","9301","Vai: Sex &amp; Religion"
"5","3","477","ALUSA FALLAX","2481","Intorno Alla Mia Cattiva Educazione"
"11","4","110","THE FLOWER KINGS","369","Scanning The Greenhouse"
"11","2","105","YES","1846","Open Your Eyes"
"11","4","1122","OPETH","20184","The Roundhouse Tapes"
"11","5","801","DIXIE DREGS","4285","What If"
"11","3","306","SAGA","2230","Images At Twilight"
"11","4","613","CARAVAN","3109","Waterloo Lily"
"11","4","3904","EMERGENCY","19254","Emergency"
"11","4","890","ELECTRUM","4859","Frames of Mind"
"11","3","1483","PHISH","6973","Hoist"
"11","4","392","TRIUMVIRAT","38458","Essential"
"11","3","318","SOLAR PROJECT","1232","Five"
"11","1","961","BIRTH CONTROL","28608","Live In Fulda - Alsatian Tour 2004"
"11","4","6107","ELEKTRIKTUS","31955","Electronic Mind Waves"
"11","5","639","TRETTIO&#xFFFD;RIGA KRIGET","3285","Hej P&#xFFFD; Er"
"11","2","1157","URIAH HEEP","5909","Equator"
"11","5","4766","FRIENDSHIP TIME","24734","Friendship Time"
"12","3","667","CAN","3515","Flow Motion"
"11","3","443","PETER HAMMILL","2577","Out Of Water"
"11","4","378","DREAM THEATER","1664","Live At The Marquee"
"11","4","1868","NUCLEUS","16349","Chris Spedding: Songs Without Words"
"11","4","1023","FRANK ZAPPA","5407","Sheik Yerbouti"
"7","5","290","PORCUPINE TREE","7289","Deadwing"
"11","4","596","NOVALIS","2973","Konzerte"
"6","2","290","PORCUPINE TREE","1464","Signify"
"11","4","1290","ATOMIC ROOSTER","6318","Atomic Roooster"
"11","5","3253","BLACK SABBATH","16774","Volume Four"
"11","4","1039","THIRSTY MOON","5453","Starchaser"
"11","5","378","DREAM THEATER","1666","Awake"
"11","4","1608","VANGELIS","7522","Heaven And Hell"
"11","3","1823","YELLOW MAGIC ORCHESTRA","14505","Technodon"
"5","4","61","CITIZEN CAIN","204","Playing Dead"
"64080","4","609","RUSH","3073","Hemispheres"
"11","3","1751","ADRIAN BELEW","8481","Here"
"7","3","550","GROWING DREAM","2749","Seeds"
"11","4","2686","IHSAHN","13360","The Adversary"
"11","5","164","INQUIRE","606","The Neck Pillow"
"11","4","891","PHREEWORLD","4862","Crossing the Sound "
"11","4","1589","KRAFTWERK","7421","Electric Caf&#xFFFD; [Aka: Techno Pop]"
"11","3","703","MARTIGAN","3715","Man Of The Moment"
"7","4","50","CAMEL","347","Rajaz"
"11","3","1313","RUPHUS","6460","Flying Colours"
"6","4","364","PINK FLOYD","1442","Animals"
"11","2","855","AMON D&#xFFFD;&#xFFFD;L II","4730","Almost Alive..."
"11","4","666","ANIMA MUNDI","41508","The Lamplighter"
"11","4","609","RUSH","3085","Presto"
"11","4","443","PETER HAMMILL","2281","Over"
"11","5","674","QUEENSRYCHE","3566","Promised Land"
"11","4","2299","AUTUMN BREEZE","23921","P&#xFFFD; Radio 1978"
"11","3","666","ANIMA MUNDI","3505","Septentri&#xFFFD;n"
"11","5","197","LANDMARQ","773","Thunderstruck"
"11","3","1321","EKSEPTION","6487","Mindmirror"
"11","4","1589","KRAFTWERK","7783","Minimum Maximum"
"11","3","140","FRUUPP","501","Modern Masquerades"
"11","4","2259","ELECTRIC LIGHT ORCHESTRA","10478","ELO 2 [Aka: Electric Light Orchestra II&#x200E;]"
"11","4","172","JACULA","3491","In Cauda Semper Stat Venenum"
"11","3","288","PENDRAGON","1107","The Jewel"
"11","4","3312","HANSSON &amp; KARLSSON","23601","P som i Pop"
"11","5","1495","VOIVOD","7080","Nothingface"
"11","4","278","LE ORME","2301","Collage"
"11","4","1061","ICONOCLASTA","5552","Adolescencia Cronica"
"11","4","288","PENDRAGON","19251","Pure"
"11","4","225","MAGUS / THE WINTER TREE","866","Echoes From The Edge Of The Millennium: 1987-1999"
"11","4","321","STARCASTLE","1281","Fountains Of Light"
"64080","4","191","KING CRIMSON","1911","Red"
"11","3","1338","GLEEMEN","6569","Gleemen"
"11","5","1197","ACCOMPLICE","6046","Accomplice"
"11","5","3253","BLACK SABBATH","16770","Master Of Reality"
"11","3","583","NEW TROLLS","2848","Atomic System [Aka: Una Notte Sul Monte Calvo]"
"11","4","2590","SKALDOWIE","12729","Krywan, Krywan"
"11","5","657","WIGWAM","3435","Being"
"11","4","50","CAMEL","331","Rain Dances"
"11","4","851","PRESENT","4663","N&#xFFFD; 6"
"11","4","1623","REVELATION","7598","Addicted"
"11","4","2207","FAMILY","10187","Family Entertainment"
"11","5","1023","FRANK ZAPPA","5330","Hot Rats"
"11","4","2940","BLUE &#xFFFD;YSTER CULT","15060","On Your Feet or on Your Knees"
"11","4","961","BIRTH CONTROL","18328","The Work Is Done / Flesh And Blood"
"11","3","2246","PHIL MANZANERA","10332","Phil Manzanera &amp; S&#xFFFD;rgio Dias: Mato Grosso"
"11","5","3790","DAVID BOWIE","18771","Heroes"
"11","4","3312","HANSSON &amp; KARLSSON","23603","Man At The Moon"
"11","4","1483","PHISH","6969","A Picture Of Nectar"
"11","5","646","MAGMA","3306","Mekan&#xFFFD;k Destrukt&#xFFFD;w Kommand&#xFFFD;h"
"11","3","92","EELA CRAIG","295","Missa Universalis"
"11","5","1295","TANGERINE DREAM","6350","Force Majeure"
"11","4","1023","FRANK ZAPPA","5351","L&#xFFFD;ther"
"11","4","173","JADE WARRIOR","654","Way Of The Sun"
"11","4","1609","JEAN-MICHEL JARRE","7753","Les Chants Magn&#xFFFD;tiques [Aka: Magnetic Fields]"
"11","4","3298","BLONDE ON BLONDE","17015","Reflections On A Life"
"11","3","1","GENESIS","6","From Genesis to Revelation"
"11","4","549","NEKTAR","2733","Remember The Future"
"5","3","811","THE CHURCH","4405","The Blurred Crusade"
"5","3","105","YES","1828","Tales from Topographic Oceans"
"11","4","321","STARCASTLE","1280","Starcastle"
"11","4","102","AD INFINITUM","30","Ad Infinitum"
"11","4","2259","ELECTRIC LIGHT ORCHESTRA","10511","Eldorado"
"11","4","27","ARENA","6942","Pepper&apos;s Ghost"
"11","4","512","STANDARTE","2546","Curses and Invocations "
"11","5","2789","FL&#xFFFD;SKET BRINNER","14008","Wild Thing"
"11","4","280","OZONE QUARTET","1044","Nocturne"
"11","3","1609","JEAN-MICHEL JARRE","8445","Geometry Of Love"
"11","3","103","A PIEDI NUDI","35","Eclissi"
"11","4","3893","THE WEB","19207","I Spider"
"11","5","4022","METALLICA","19917","Kill &apos;Em All"
"11","3","191","KING CRIMSON","1931","The ConstruKction of Light"
"11","4","644","THE TANGENT","17590","Not as Good as the Book"
"11","4","89","EAST","280","H&#xFFFD;s&#xFFFD;g"
"5","4","549","NEKTAR","2731","A Tab in the Ocean"
"11","2","1609","JEAN-MICHEL JARRE","9766","Deserted Palace"
"11","4","288","PENDRAGON","1109","The World"
"11","3","4022","METALLICA","52688","Hardwired...To Self-Destruct"
"11","3","103","A PIEDI NUDI","33","Creazione"
"11","4","392","TRIUMVIRAT","1687","Pompeii"
"11","3","443","PETER HAMMILL","2592","None Of The Above"
"11","3","431","STYX","2202","Caught In The Act Live"
"11","4","288","PENDRAGON","1113","As Good As Gold "
"11","4","1193","HARDSCORE","6039","Surf, Wind and Desire "
"11","3","1313","RUPHUS","6459","Inner Voice"
"5","4","753","ARK","3915","Burn The Sun"
"11","5","2938","JEFF BECK","15046","Wired"
"5","4","811","THE CHURCH","4409","Starfish"
